geography	year	topic	category	sub_category	value_description	value
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Accommodation and food services	Count of employed persons aged 15 years and over	137055
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Transport postal and warehousing	Count of employed persons aged 15 years and over	105527
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Information media and telecommunications	Count of employed persons aged 15 years and over	45902
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Financial and insurance services	Count of employed persons aged 15 years and over	94869
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Rental hiring and real estate services	Count of employed persons aged 15 years and over	36207
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Professional scientific and technical services	Count of employed persons aged 15 years and over	191289
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Administrative and support services	Count of employed persons aged 15 years and over	75634
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Public administration and safety	Count of employed persons aged 15 years and over	106181
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Education and training	Count of employed persons aged 15 years and over	182653
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Health care and social assistance	Count of employed persons aged 15 years and over	253104
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Arts and recreation services	Count of employed persons aged 15 years and over	43509
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Other services	Count of employed persons aged 15 years and over	75730
Greater Melbourne	2016	Residents: Income and employment	Industry of employment	Inadequately described/ Not stated	Count of employed persons aged 15 years and over	104285
Kensington	2016	Residents: Income and employment	Industry of employment	Agriculture forestry and fishing	Count of employed persons aged 15 years and over	6
Kensington	2016	Residents: Income and employment	Industry of employment	Mining	Count of employed persons aged 15 years and over	6
Kensington	2016	Residents: Income and employment	Industry of employment	Manufacturing	Count of employed persons aged 15 years and over	248
Kensington	2016	Residents: Income and employment	Industry of employment	Electricity gas water and waste services	Count of employed persons aged 15 years and over	59
Kensington	2016	Residents: Income and employment	Industry of employment	Construction	Count of employed persons aged 15 years and over	218
Kensington	2016	Residents: Income and employment	Industry of employment	Wholesale trade	Count of employed persons aged 15 years and over	141
Kensington	2016	Residents: Income and employment	Industry of employment	Retail trade	Count of employed persons aged 15 years and over	444
Kensington	2016	Residents: Income and employment	Industry of employment	Accommodation and food services	Count of employed persons aged 15 years and over	384
Kensington	2016	Residents: Income and employment	Industry of employment	Transport postal and warehousing	Count of employed persons aged 15 years and over	250
Kensington	2016	Residents: Income and employment	Industry of employment	Information media and telecommunications	Count of employed persons aged 15 years and over	228
Kensington	2016	Residents: Income and employment	Industry of employment	Financial and insurance services	Count of employed persons aged 15 years and over	456
Kensington	2016	Residents: Income and employment	Industry of employment	Rental hiring and real estate services	Count of employed persons aged 15 years and over	126
Kensington	2016	Residents: Income and employment	Industry of employment	Professional scientific and technical services	Count of employed persons aged 15 years and over	951
Kensington	2016	Residents: Income and employment	Industry of employment	Administrative and support services	Count of employed persons aged 15 years and over	175
Kensington	2016	Residents: Income and employment	Industry of employment	Public administration and safety	Count of employed persons aged 15 years and over	423
Kensington	2016	Residents: Income and employment	Industry of employment	Education and training	Count of employed persons aged 15 years and over	690
Kensington	2016	Residents: Income and employment	Industry of employment	Health care and social assistance	Count of employed persons aged 15 years and over	791
Kensington	2016	Residents: Income and employment	Industry of employment	Arts and recreation services	Count of employed persons aged 15 years and over	257
Kensington	2016	Residents: Income and employment	Industry of employment	Other services	Count of employed persons aged 15 years and over	164
Kensington	2016	Residents: Income and employment	Industry of employment	Inadequately described/ Not stated	Count of employed persons aged 15 years and over	215
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Agriculture forestry and fishing	Count of employed persons aged 15 years and over	9
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Mining	Count of employed persons aged 15 years and over	16
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Manufacturing	Count of employed persons aged 15 years and over	380
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Electricity gas water and waste services	Count of employed persons aged 15 years and over	102
Docklands	2016	Residents: Ethnicity	Religious affiliation - overview	Hinduism	Count of persons	1224
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Construction	Count of employed persons aged 15 years and over	294
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Wholesale trade	Count of employed persons aged 15 years and over	313
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Retail trade	Count of employed persons aged 15 years and over	1241
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Accommodation and food services	Count of employed persons aged 15 years and over	3777
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Transport postal and warehousing	Count of employed persons aged 15 years and over	353
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Information media and telecommunications	Count of employed persons aged 15 years and over	452
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Financial and insurance services	Count of employed persons aged 15 years and over	1014
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Rental hiring and real estate services	Count of employed persons aged 15 years and over	329
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Professional scientific and technical services	Count of employed persons aged 15 years and over	2860
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Administrative and support services	Count of employed persons aged 15 years and over	656
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Public administration and safety	Count of employed persons aged 15 years and over	467
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Education and training	Count of employed persons aged 15 years and over	998
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Health care and social assistance	Count of employed persons aged 15 years and over	975
Melbourne (CBD)	2016	Residents: Income and employment	Industry of employment	Arts and recreation services	Count of employed persons aged 15 years and over	363
